general_ancestor_concept_name,general_ancestor_concept_id,descendant_concept_id,concept_name,concept_id,concept_synonym_name
Disorder of cardiovascular system,134057,4008580,Ventricular bigeminy,4008580,Ventricular bigeminy (disorder)
Disorder of cardiovascular system,134057,4008580,Ventricular bigeminy,4008580,Bigeminal rhythm
Disorder of cardiovascular system,134057,4146460,Superficial thrombophlebitis in pregnancy,4146460,Superficial thrombophlebitis in pregnancy (disorder)
Disorder of cardiovascular system,134057,4146460,Superficial thrombophlebitis in pregnancy,4146460,Thrombophlebitis of legs in pregnancy
Disorder of cardiovascular system,134057,438172,Atrial septal defect due to and following acute myocardial infarction,438172,Atrial septal defect due to and following acute myocardial infarction (disorder)
Disorder of cardiovascular system,134057,438172,Atrial septal defect due to and following acute myocardial infarction,438172,Atrial septal defect as current complication following acute myocardial infarction
Disorder of cardiovascular system,134057,4100880,Mitral leaflet abnormality,4100880,Mitral leaflet abnormality (disorder)
Disorder of cardiovascular system,134057,4340375,Focal segmental ischemia of small intestine,4340375,Focal segmental ischemia of small intestine (disorder)
Disorder of cardiovascular system,134057,4340375,Focal segmental ischemia of small intestine,4340375,Focal segmental ischaemia of small intestine
Disorder of cardiovascular system,134057,4110164,Injury of vein of upper limb,4110164,Injury of vein of upper limb (disorder)
Disorder of cardiovascular system,134057,321502,Chagas' disease with heart involvement,321502,Chagas' disease with heart involvement (disorder)
Disorder of cardiovascular system,134057,444251,"Rubella in mother complicating pregnancy, childbirth AND/OR puerperium",444251,"Rubella in mother complicating pregnancy, childbirth AND/OR puerperium (disorder)"
Disorder of cardiovascular system,134057,4124836,Peripheral ischemia,4124836,Peripheral ischemic vascular disease
Disorder of cardiovascular system,134057,4124836,Peripheral ischemia,4124836,Peripheral ischaemia
Disorder of cardiovascular system,134057,4124836,Peripheral ischemia,4124836,Peripheral ischemia (disorder)
Disorder of cardiovascular system,134057,4124836,Peripheral ischemia,4124836,Peripheral ischaemic vascular disease
Disorder of cardiovascular system,134057,4199306,Transient hypertension,4199306,Transient hypertension (disorder)
Disorder of cardiovascular system,134057,4108819,Pulmonary valve stenosis with insufficiency,4108819,Pulmonary valve stenosis with insufficiency (disorder)
Disorder of cardiovascular system,134057,74808,Injury of saphenous vein,74808,Saphenous vein injury
Disorder of cardiovascular system,134057,74808,Injury of saphenous vein,74808,Injury of saphenous vein (disorder)
Disorder of cardiovascular system,134057,313833,Puerperal cerebrovascular disorder with postnatal complication,313833,Puerperal cerebrovascular disorder with postnatal complication (disorder)
Disorder of cardiovascular system,134057,4121646,Genital varices in pregnancy,4121646,Genital varices in pregnancy (disorder)
Disorder of cardiovascular system,134057,4121646,Genital varices in pregnancy,4121646,Perineal varices in pregnancy
Disorder of cardiovascular system,134057,4108678,Hemopericardium due to and following acute myocardial infarction,4108678,Haemopericardium as current complication following acute myocardial infarction
Disorder of cardiovascular system,134057,4108678,Hemopericardium due to and following acute myocardial infarction,4108678,Haemopericardium due to and following acute myocardial infarction
Disorder of cardiovascular system,134057,4108678,Hemopericardium due to and following acute myocardial infarction,4108678,Hemopericardium as current complication following acute myocardial infarction
Disorder of cardiovascular system,134057,4108678,Hemopericardium due to and following acute myocardial infarction,4108678,Hemopericardium due to and following acute myocardial infarction (disorder)
Disorder of cardiovascular system,134057,440260,Pulmonary blood vessel injury,440260,Pulmonary blood vessel injury (disorder)
Disorder of cardiovascular system,134057,440260,Pulmonary blood vessel injury,440260,Injury of pulmonary vessel
Disorder of cardiovascular system,134057,4050547,Injury of radial artery at wrist and hand level,4050547,Injury of radial artery at wrist and hand level (disorder)
Disorder of cardiovascular system,134057,4124841,Aortic bifurcation syndrome,4124841,Saddle embolus
Disorder of cardiovascular system,134057,4124841,Aortic bifurcation syndrome,4124841,Aortic bifurcation embolus (disorder)
Disorder of cardiovascular system,134057,4124841,Aortic bifurcation syndrome,4124841,Aortic bifurcation embolus
Disorder of cardiovascular system,134057,4124841,Aortic bifurcation syndrome,4124841,Saddle embolus of abdominal aorta
Disorder of cardiovascular system,134057,4124841,Aortic bifurcation syndrome,4124841,Aortoiliac obstruction
Disorder of cardiovascular system,134057,4120088,Cardiac arrest with successful resuscitation,4120088,Cardiac arrest with successful resuscitation (disorder)
Disorder of cardiovascular system,134057,4164083,Ectopic rhythm,4164083,Ectopic rhythm (disorder)
Disorder of cardiovascular system,134057,4120801,Capillary malformation,4120801,Congenital anomaly of capillary
Disorder of cardiovascular system,134057,4120801,Capillary malformation,4120801,Capillary malformation (disorder)
Disorder of cardiovascular system,134057,45766087,Non-rheumatic pulmonary valve stenosis with regurgitation,45766087,Non-rheumatic pulmonary valve stenosis with regurgitation (disorder)
Disorder of cardiovascular system,134057,4052209,Injury of ulnar artery at wrist and hand level,4052209,Injury of ulnar artery at wrist and hand level (disorder)
Disorder of cardiovascular system,134057,4121647,Venous stenosis,4121647,Venous stenosis (disorder)
Disorder of cardiovascular system,134057,437152,Injury of anterior tibial artery,437152,Injury of anterior tibial artery (disorder)
Disorder of cardiovascular system,134057,40480555,Deep venous thrombosis of peroneal vein,40480555,Deep venous thrombosis of peroneal vein (disorder)
Disorder of cardiovascular system,134057,40480555,Deep venous thrombosis of peroneal vein,40480555,Deep vein thrombosis of peroneal vein
Disorder of cardiovascular system,134057,4018366,"Heart injury, closed",4018366,"Heart injury, closed (disorder)"
Disorder of cardiovascular system,134057,320563,Injury of heart without open wound into thorax,320563,Injury of heart without open wound into thorax (disorder)
Disorder of cardiovascular system,134057,201730,Air embolism as early complication of trauma,201730,Pneumathaemia as early complication of trauma
Disorder of cardiovascular system,134057,201730,Air embolism as early complication of trauma,201730,Air embolism as early complication of trauma (disorder)
Disorder of cardiovascular system,134057,201730,Air embolism as early complication of trauma,201730,Pneumathemia as early complication of trauma
Disorder of cardiovascular system,134057,4110195,Posterior cerebral artery syndrome,4110195,Posterior cerebral artery syndrome (disorder)
Disorder of cardiovascular system,134057,4038688,AV junctional rhythm,4038688,Atrioventricular junctional rhythm (disorder)
Disorder of cardiovascular system,134057,4038688,AV junctional rhythm,4038688,Atrioventricular junctional rhythm
Disorder of cardiovascular system,134057,4038688,AV junctional rhythm,4038688,Junctional rhythm
Disorder of cardiovascular system,134057,4038688,AV junctional rhythm,4038688,Nodal rhythm
Disorder of cardiovascular system,134057,4111708,Subarachnoid hemorrhage from vertebral artery,4111708,Intracranial subarachnoid hemorrhage from vertebral artery
Disorder of cardiovascular system,134057,4111708,Subarachnoid hemorrhage from vertebral artery,4111708,Intracranial subarachnoid haemorrhage from vertebral artery
Disorder of cardiovascular system,134057,4111708,Subarachnoid hemorrhage from vertebral artery,4111708,Subarachnoid haemorrhage from vertebral artery
Disorder of cardiovascular system,134057,4111708,Subarachnoid hemorrhage from vertebral artery,4111708,Intracranial subarachnoid hemorrhage from vertebral artery (disorder)
Disorder of cardiovascular system,134057,4164218,Rubella in pregnancy,4164218,Rubella in pregnancy (disorder)
Disorder of cardiovascular system,134057,320888,Injury of internal jugular vein,320888,Internal jugular vein injury
Disorder of cardiovascular system,134057,320888,Injury of internal jugular vein,320888,Injury of internal jugular vein (disorder)
Disorder of cardiovascular system,134057,37016885,Dissection of artery of lower limb,37016885,Dissection of artery of lower limb (disorder)
Disorder of cardiovascular system,134057,136760,Transient hypertension of pregnancy - not delivered,136760,Transient hypertension of pregnancy - not delivered (disorder)
Disorder of cardiovascular system,134057,434224,Injury of popliteal vein,434224,Injury of popliteal vein (disorder)
Disorder of cardiovascular system,134057,439296,Vertebral artery occlusion,439296,Vertebral artery occlusion (disorder)
Disorder of cardiovascular system,134057,4056457,Injury of blood vessels at forearm level,4056457,Injury of blood vessels at forearm level (disorder)
Disorder of cardiovascular system,134057,196438,Acquired arteriovenous fistula of liver,196438,Acquired arteriovenous fistula of liver (disorder)
Disorder of cardiovascular system,134057,320646,Syphilitic aneurysm of aorta,320646,Syphilitic aneurysm of aorta (disorder)
Disorder of cardiovascular system,134057,320646,Syphilitic aneurysm of aorta,320646,Syphilitic aortic aneurysm
Disorder of cardiovascular system,134057,320646,Syphilitic aneurysm of aorta,320646,Syphilitic dilatation of aorta
Disorder of cardiovascular system,134057,320646,Syphilitic aneurysm of aorta,320646,Late quaternary syphilitic aortic aneurysm
Disorder of cardiovascular system,134057,4199501,Rapid atrial fibrillation,4199501,Rapid atrial fibrillation (disorder)
Disorder of cardiovascular system,134057,43020443,Limb ischemia,43020443,Limb ischemia (disorder)
Disorder of cardiovascular system,134057,43020443,Limb ischemia,43020443,Limb ischaemia
Disorder of cardiovascular system,134057,4005616,Arteriovenous malformation of precerebral vessels,4005616,Arteriovenous malformation of precerebral vessels (disorder)
Disorder of cardiovascular system,134057,316280,Fat embolism as early complication of trauma,316280,FES - Fat embolism syndrome
Disorder of cardiovascular system,134057,316280,Fat embolism as early complication of trauma,316280,Traumatic fat embolism
Disorder of cardiovascular system,134057,316280,Fat embolism as early complication of trauma,316280,Fat embolism syndrome
Disorder of cardiovascular system,134057,316280,Fat embolism as early complication of trauma,316280,Marrow embolism
Disorder of cardiovascular system,134057,316280,Fat embolism as early complication of trauma,316280,Fat embolism as early complication of trauma (disorder)
Disorder of cardiovascular system,134057,4056460,Injury of blood vessel(s) of thumb,4056460,Injury of blood vessel(s) of thumb (disorder)
Disorder of cardiovascular system,134057,4242670,Calcific coronary arteriosclerosis,4242670,Calcific coronary arteriosclerosis (disorder)
Disorder of cardiovascular system,134057,4153293,Congenital renal artery stenosis,4153293,Congenital renal artery stenosis (disorder)
Disorder of cardiovascular system,134057,443878,Injury of superior mesenteric artery,443878,Injury of superior mesenteric artery (disorder)
Disorder of cardiovascular system,134057,4277276,Veno-occlusive disease of the liver,4277276,Hepatic veno-occlusive disease
Disorder of cardiovascular system,134057,4277276,Veno-occlusive disease of the liver,4277276,Veno-occlusive disease of the liver (disorder)
Disorder of cardiovascular system,134057,4215140,Acute coronary syndrome,4215140,Acute coronary syndrome (disorder)
Disorder of cardiovascular system,134057,4215140,Acute coronary syndrome,4215140,ACS - Acute coronary syndrome
Disorder of cardiovascular system,134057,441443,Injury of superior vena cava,441443,Injury of superior vena cava (disorder)
Disorder of cardiovascular system,134057,441443,Injury of superior vena cava,441443,Superior vena cava injury
Disorder of cardiovascular system,134057,4221281,Atrial dilatation,4221281,Atrial dilatation (disorder)
Disorder of cardiovascular system,134057,40484120,Small vessel cerebrovascular disease,40484120,Small vessel cerebrovascular disease (disorder)
Disorder of cardiovascular system,134057,40484120,Small vessel cerebrovascular disease,40484120,Cerebral small vessel disease
Disorder of cardiovascular system,134057,4084545,Fistula of artery,4084545,Arterial fistula
Disorder of cardiovascular system,134057,4084545,Fistula of artery,4084545,Fistula of artery (disorder)
Disorder of cardiovascular system,134057,4198624,Fetal cardiovascular disorder,4198624,Foetal cardiovascular disorder
Disorder of cardiovascular system,134057,4198624,Fetal cardiovascular disorder,4198624,Fetal cardiovascular disorder (disorder)
Disorder of cardiovascular system,134057,4200113,Non-Q wave myocardial infarction,4200113,Non-Q wave myocardial infarction (disorder)
Disorder of cardiovascular system,134057,320127,Bacterial myocarditis,320127,Bacterial myocarditis (disorder)
Disorder of cardiovascular system,134057,320127,Bacterial myocarditis,320127,Septic myocarditis
Disorder of cardiovascular system,134057,42710054,Thrombophlebitis of superficial veins of lower leg,42710054,Inflammatory thrombosis of superficial vein of lower leg (disorder)
Disorder of cardiovascular system,134057,42710054,Thrombophlebitis of superficial veins of lower leg,42710054,Inflammatory thrombosis of superficial vein of lower leg
Disorder of cardiovascular system,134057,4108360,Anterior cerebral artery syndrome,4108360,Anterior cerebral artery syndrome (disorder)
Disorder of cardiovascular system,134057,4044232,Migraine aura without headache,4044232,Acephalgic migraine
Disorder of cardiovascular system,134057,4044232,Migraine aura without headache,4044232,Migraine aura without headache (disorder)
Disorder of cardiovascular system,134057,4044232,Migraine aura without headache,4044232,Migraine accompaniment
Disorder of cardiovascular system,134057,380423,Vertebral artery stenosis,380423,Vertebral artery narrowing
Disorder of cardiovascular system,134057,380423,Vertebral artery stenosis,380423,Vertebral artery stenosis (disorder)
Disorder of cardiovascular system,134057,438903,Injury of external jugular vein,438903,Injury of external jugular vein (disorder)
Disorder of cardiovascular system,134057,4301602,Thrombotic thrombocytopenic purpura,4301602,TTP
Disorder of cardiovascular system,134057,4301602,Thrombotic thrombocytopenic purpura,4301602,Moschowitz's syndrome
Disorder of cardiovascular system,134057,4301602,Thrombotic thrombocytopenic purpura,4301602,Thrombotic thrombocytopenic purpura (disorder)
Disorder of cardiovascular system,134057,4301602,Thrombotic thrombocytopenic purpura,4301602,Moschcowitz syndrome
Disorder of cardiovascular system,134057,4301602,Thrombotic thrombocytopenic purpura,4301602,TTP - Thrombotic thrombocytopenic purpura
Disorder of cardiovascular system,134057,4091708,Pulmonary air embolism,4091708,Pulmonary air embolism (disorder)
Disorder of cardiovascular system,134057,4322893,Hypertensive left ventricular hypertrophy,4322893,Hypertensive left ventricular hypertrophy (disorder)
Disorder of cardiovascular system,134057,442055,Obstetric air pulmonary embolism,442055,Obstetric air pulmonary embolism (disorder)
Disorder of cardiovascular system,134057,4121467,Old inferior myocardial infarction,4121467,Old inferior myocardial infarction (disorder)
Disorder of cardiovascular system,134057,4102846,Isomerism of atrial appendages,4102846,Isomerism of atrial appendages (disorder)
Disorder of cardiovascular system,134057,321367,Vascular lesions of cord - delivered,321367,Vascular lesions of cord - delivered (disorder)
Disorder of cardiovascular system,134057,4167993,Aneurysm of popliteal artery,4167993,Popliteal artery aneurysm
Disorder of cardiovascular system,134057,4167993,Aneurysm of popliteal artery,4167993,Aneurysm of popliteal artery (disorder)
Disorder of cardiovascular system,134057,194704,Miscarriage complicated by embolism,194704,Miscarriage complicated by embolism (disorder)
Disorder of cardiovascular system,134057,194704,Miscarriage complicated by embolism,194704,Spontaneous abortion complicated by embolism
Disorder of cardiovascular system,134057,439177,Laceration of heart with penetration of heart chambers,439177,Laceration of heart with penetration of heart chambers (disorder)
Disorder of cardiovascular system,134057,4235812,Septic thrombophlebitis,4235812,Septic thrombophlebitis (disorder)
Disorder of cardiovascular system,134057,4231816,Mesenteric artery stenosis,4231816,Mesenteric artery stenosis (disorder)
Disorder of cardiovascular system,134057,4334638,Fetal heart disorder,4334638,Fetal heart disorder (disorder)
Disorder of cardiovascular system,134057,4334638,Fetal heart disorder,4334638,Foetal heart disorder
Disorder of cardiovascular system,134057,4119953,Post-infarction ventricular septal defect,4119953,Post-infarction ventricular septal defect (disorder)
Disorder of cardiovascular system,134057,4119953,Post-infarction ventricular septal defect,4119953,Defect of ventricular septum following myocardial infarction
Disorder of cardiovascular system,134057,4119612,Lower limb ischemia,4119612,Ischaemic leg
Disorder of cardiovascular system,134057,4119612,Lower limb ischemia,4119612,Lower limb ischemia (disorder)
Disorder of cardiovascular system,134057,4119612,Lower limb ischemia,4119612,Lower limb ischaemia
Disorder of cardiovascular system,134057,4119612,Lower limb ischemia,4119612,Ischemic leg
Disorder of cardiovascular system,134057,441046,Sublingual varices,441046,Sublingual varices (disorder)
Disorder of cardiovascular system,134057,4110112,Congenital vascular nevus,4110112,Congenital vascular hamartoma
Disorder of cardiovascular system,134057,4110112,Congenital vascular nevus,4110112,Congenital vascular nevus (disorder)
Disorder of cardiovascular system,134057,4110112,Congenital vascular nevus,4110112,Congenital vascular naevus
Disorder of cardiovascular system,134057,4110112,Congenital vascular nevus,4110112,Angiomatous naevus
Disorder of cardiovascular system,134057,4110112,Congenital vascular nevus,4110112,Angiomatous nevus
Disorder of cardiovascular system,134057,316631,Coxsackie carditis,316631,Coxsackie carditis (disorder)
Disorder of cardiovascular system,134057,4108822,Primary dilated cardiomyopathy,4108822,Primary dilated cardiomyopathy (disorder)
Disorder of cardiovascular system,134057,4258998,Persistent sinus bradycardia,4258998,Persistent sinus bradycardia (disorder)
Disorder of cardiovascular system,134057,438881,Closed fracture of C1-C4 level with anterior cord syndrome,438881,Anterior cord syndrome co-occurrent and due to closed fracture of C1-C4 level
Disorder of cardiovascular system,134057,438881,Closed fracture of C1-C4 level with anterior cord syndrome,438881,Anterior cord syndrome co-occurrent and due to closed fracture of C1-C4 level (disorder)
Disorder of cardiovascular system,134057,45768439,Acute pulmonary embolism,45768439,Acute pulmonary embolism (disorder)
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,Port wine stain of skin
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,Port-wine nevus
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,Nevus flammeus
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,Port-wine stain of skin (disorder)
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,Port-wine stain
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,PWS - Port-wine stain
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,Portwine naevus
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,Portwine nevus
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,Port-wine birthmark
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,Naevus flammeus
Disorder of cardiovascular system,134057,4219552,Port-wine stain of skin,4219552,Port-wine naevus
Disorder of cardiovascular system,134057,4159755,Labile essential hypertension,4159755,Labile essential hypertension (disorder)
Disorder of cardiovascular system,134057,43020493,Atherosclerosis of right carotid artery,43020493,Right carotid artery atherosclerosis
Disorder of cardiovascular system,134057,43020493,Atherosclerosis of right carotid artery,43020493,Atherosclerosis of right carotid artery (disorder)
Disorder of cardiovascular system,134057,4019341,Injury of heart with hemopericardium,4019341,Injury of heart with haemopericardium
Disorder of cardiovascular system,134057,4019341,Injury of heart with hemopericardium,4019341,Injury of heart with hemopericardium (disorder)
Disorder of cardiovascular system,134057,4030425,Atherosclerotic occlusive disease,4030425,Atherosclerotic ischaemic disease
Disorder of cardiovascular system,134057,4030425,Atherosclerotic occlusive disease,4030425,Atherosclerotic occlusive disease (disorder)
Disorder of cardiovascular system,134057,4030425,Atherosclerotic occlusive disease,4030425,Atherosclerotic ischemic disease
Disorder of cardiovascular system,134057,43020912,Congenital abnormality of supraaortic branch of thoracic aorta,43020912,Congenital abnormality of branch of aortic arch
Disorder of cardiovascular system,134057,43020912,Congenital abnormality of supraaortic branch of thoracic aorta,43020912,Congenital abnormality of supraaortic branch of thoracic aorta (disorder)
Disorder of cardiovascular system,134057,4111700,Ventricular fibrillation and flutter,4111700,Ventricular fibrillation and flutter (disorder)
Disorder of cardiovascular system,134057,43021851,Atherosclerosis of left carotid artery,43021851,Left carotid artery atherosclerosis
Disorder of cardiovascular system,134057,43021851,Atherosclerosis of left carotid artery,43021851,Atherosclerosis of left carotid artery (disorder)
Disorder of cardiovascular system,134057,4110336,Anterior spinal and vertebral artery compression syndromes,4110336,Anterior spinal and vertebral artery compression syndromes (disorder)
Disorder of cardiovascular system,134057,4056453,Injury of superficial palmar arch,4056453,Injury of superficial palmar arch (disorder)
Disorder of cardiovascular system,134057,4050680,Injury of blood vessels at ankle and foot level,4050680,Injury of blood vessels at ankle and foot level (disorder)
Disorder of cardiovascular system,134057,197153,Injury of splenic artery,197153,Injury of splenic artery (disorder)
Disorder of cardiovascular system,134057,197153,Injury of splenic artery,197153,Splenic artery injury
Disorder of cardiovascular system,134057,436277,Injury of common carotid artery,436277,Common carotid artery injury
Disorder of cardiovascular system,134057,436277,Injury of common carotid artery,436277,Injury of common carotid artery (disorder)
Disorder of cardiovascular system,134057,4108679,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,4108679,Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction
Disorder of cardiovascular system,134057,4108679,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,4108679,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction (disorder)
Disorder of cardiovascular system,134057,4056454,Injury of deep palmar arch,4056454,Injury of deep palmar arch (disorder)
Disorder of cardiovascular system,134057,4259275,Thrombosis of penis,4259275,Thrombosis of penis (disorder)
Disorder of cardiovascular system,134057,197714,Injury of splenic vein,197714,Injury of splenic vein (disorder)
Disorder of cardiovascular system,134057,197714,Injury of splenic vein,197714,Splenic vein injury
Disorder of cardiovascular system,134057,4020886,Mechanical complication of vena cava umbrella,4020886,Mechanical complication of vena cava umbrella (disorder)
Disorder of cardiovascular system,134057,4004279,High output heart failure,4004279,High output heart failure (disorder)
Disorder of cardiovascular system,134057,4088503,AV junctional (nodal) tachycardia,4088503,Atrioventricular junctional (nodal) tachycardia (disorder)
Disorder of cardiovascular system,134057,4088503,AV junctional (nodal) tachycardia,4088503,Atrioventricular junctional (nodal) tachycardia
Disorder of cardiovascular system,134057,4088503,AV junctional (nodal) tachycardia,4088503,Nodal tachycardia
Disorder of cardiovascular system,134057,134414,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered with postnatal complication,134414,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered with postnatal complication (disorder)
Disorder of cardiovascular system,134057,438206,Maternal rubella during pregnancy - baby delivered,438206,Maternal rubella during pregnancy - baby delivered (disorder)
Disorder of cardiovascular system,134057,4184827,"Angina, class II",4184827,"Angina, class II (disorder)"
Disorder of cardiovascular system,134057,4056446,Superior mesenteric vein injury,4056446,Superior mesenteric vein injury (disorder)
Disorder of cardiovascular system,134057,43021828,Right atrial enlargement,43021828,Right atrial enlargement (disorder)
Disorder of cardiovascular system,134057,4265190,Cardiac ventricular dilatation,4265190,Dilatation of cardiac ventricle
Disorder of cardiovascular system,134057,4265190,Cardiac ventricular dilatation,4265190,Dilatation of cardiac ventricle (disorder)
Disorder of cardiovascular system,134057,36716727,Chronic Chagas disease with heart involvement,36716727,Heart disease co-occurrent and due to chronic Chagas disease (disorder)
Disorder of cardiovascular system,134057,36716727,Chronic Chagas disease with heart involvement,36716727,Heart disease co-occurrent and due to chronic Chagas disease
Disorder of cardiovascular system,134057,4242593,Erythema elevatum diutinum,4242593,EED - Erythema elevatum diutinum
Disorder of cardiovascular system,134057,4242593,Erythema elevatum diutinum,4242593,Erythema elevatum diutinum (disorder)
Disorder of cardiovascular system,134057,314107,Obstetrical cardiac complication of anesthesia AND/OR sedation,314107,Obstetrical cardiac complication of anesthesia AND/OR sedation (disorder)
Disorder of cardiovascular system,134057,314107,Obstetrical cardiac complication of anesthesia AND/OR sedation,314107,Cardiac disorder following anaesthesia AND/OR sedation in labour AND/OR delivery
Disorder of cardiovascular system,134057,314107,Obstetrical cardiac complication of anesthesia AND/OR sedation,314107,Cardiac disorder following anesthesia AND/OR sedation in labor AND/OR delivery
Disorder of cardiovascular system,134057,314107,Obstetrical cardiac complication of anesthesia AND/OR sedation,314107,Obstetrical cardiac complication of anaesthesia AND/OR sedation
Disorder of cardiovascular system,134057,4099974,Completed stroke,4099974,Completed stroke (disorder)
Disorder of cardiovascular system,134057,40493243,Eisenmenger's syndrome,40493243,Eisenmenger's syndrome (disorder)
Disorder of cardiovascular system,134057,40493243,Eisenmenger's syndrome,40493243,Eisenmenger syndrome
Disorder of cardiovascular system,134057,43020874,Viral endocarditis,43020874,Viral endocarditis (disorder)
Disorder of cardiovascular system,134057,4137871,Inappropriate sinus tachycardia,4137871,Inappropriate sinus tachycardia (disorder)
Disorder of cardiovascular system,134057,4062906,Transient hypertension of pregnancy with postnatal complication,4062906,Transient hypertension of pregnancy with postnatal complication (disorder)
Disorder of cardiovascular system,134057,201717,"Heart laceration with open wound into thorax, with penetration of heart chambers",201717,"Heart laceration with open wound into thorax, with penetration of heart chambers (disorder)"
Disorder of cardiovascular system,134057,195125,Injury of renal vein,195125,Injury of renal vein (disorder)
Disorder of cardiovascular system,134057,195125,Injury of renal vein,195125,Renal vein injury
Disorder of cardiovascular system,134057,4273462,Atrial aneurysm,4273462,Atrial aneurysm (disorder)
Disorder of cardiovascular system,134057,4160782,Coronary artery fistula,4160782,Coronary artery fistula (disorder)
Disorder of cardiovascular system,134057,4305666,Eosinophilic granulomatosis with polyangiitis,4305666,EGPA - eosinophilic granulomatosis with polyangiitis
Disorder of cardiovascular system,134057,4305666,Eosinophilic granulomatosis with polyangiitis,4305666,Allergic granulomatous angiitis
Disorder of cardiovascular system,134057,4305666,Eosinophilic granulomatosis with polyangiitis,4305666,Churg-Strauss syndrome
Disorder of cardiovascular system,134057,4305666,Eosinophilic granulomatosis with polyangiitis,4305666,Allergic granulomatosis angiitis (disorder)
Disorder of cardiovascular system,134057,4305666,Eosinophilic granulomatosis with polyangiitis,4305666,Allergic granulomatosis angiitis
Disorder of cardiovascular system,134057,4305666,Eosinophilic granulomatosis with polyangiitis,4305666,Churg Strauss syndrome
Disorder of cardiovascular system,134057,4305666,Eosinophilic granulomatosis with polyangiitis,4305666,CSS - Churg-Strauss syndrome
Disorder of cardiovascular system,134057,4199962,Asymptomatic coronary heart disease,4199962,Asymptomatic coronary heart disease (disorder)
Disorder of cardiovascular system,134057,437045,Incomplete miscarriage with embolism,437045,Incomplete spontaneous abortion with embolism
Disorder of cardiovascular system,134057,437045,Incomplete miscarriage with embolism,437045,Incomplete pregnancy loss with embolism
Disorder of cardiovascular system,134057,437045,Incomplete miscarriage with embolism,437045,Incomplete miscarriage with embolism (disorder)
Disorder of cardiovascular system,134057,4285144,Hypotensive episode,4285144,Hypotensive episode (disorder)
Disorder of cardiovascular system,134057,40482953,Migraine variant with headache,40482953,Migraine variant with headache (disorder)
Disorder of cardiovascular system,134057,315884,Vascular lesions of cord with antenatal problem,315884,Vascular lesions of cord with antenatal problem (disorder)
Disorder of cardiovascular system,134057,4217486,Essential hypertension in obstetric context,4217486,Essential hypertension in obstetric context (disorder)
Disorder of cardiovascular system,134057,440019,Measles with complication,440019,Measles with complication (disorder)
Disorder of cardiovascular system,134057,313902,Injury of palmar artery,313902,Injury of palmar artery (disorder)
Disorder of cardiovascular system,134057,313902,Injury of palmar artery,313902,Palmar artery injury
Disorder of cardiovascular system,134057,4264145,"Angina, class I",4264145,"Angina, class I (disorder)"
Disorder of cardiovascular system,134057,4317287,Atrial septal aneurysm,4317287,Atrial septal aneurysm (disorder)
Disorder of cardiovascular system,134057,4189939,Acute myocardial ischemia,4189939,Acute myocardial ischemia (disorder)
Disorder of cardiovascular system,134057,4189939,Acute myocardial ischemia,4189939,Acute myocardial ischaemia
Disorder of cardiovascular system,134057,442603,Malignant hypertensive heart AND renal disease,442603,Malignant hypertensive heart AND renal disease (disorder)
Disorder of cardiovascular system,134057,194797,Injury of uterine artery,194797,Uterine artery injury
Disorder of cardiovascular system,134057,194797,Injury of uterine artery,194797,Injury of uterine artery (disorder)
Disorder of cardiovascular system,134057,4108352,Atrial thrombosis,4108352,Atrial thrombosis (disorder)
Disorder of cardiovascular system,134057,37016924,Dissection of cerebral artery,37016924,Dissection of cerebral artery (disorder)
Disorder of cardiovascular system,134057,4268609,Williams syndrome,4268609,Williams syndrome (disorder)
Disorder of cardiovascular system,134057,4268609,Williams syndrome,4268609,William syndrome
Disorder of cardiovascular system,134057,4268609,Williams syndrome,4268609,Monosomy 7q11.23
Disorder of cardiovascular system,134057,4268609,Williams syndrome,4268609,Deletion 7q11.23
Disorder of cardiovascular system,134057,4268609,Williams syndrome,4268609,Williams Beuren syndrome
Disorder of cardiovascular system,134057,197154,Injury of portal vein,197154,Portal vein injury
Disorder of cardiovascular system,134057,197154,Injury of portal vein,197154,Injury of portal vein (disorder)
Disorder of cardiovascular system,134057,381036,Multiple AND bilateral precerebral artery stenosis,381036,Multiple AND bilateral precerebral artery stenosis (disorder)
Disorder of cardiovascular system,134057,4089459,AV nodal re-entry tachycardia,4089459,Atrioventricular nodal re-entry tachycardia
Disorder of cardiovascular system,134057,4089459,AV nodal re-entry tachycardia,4089459,Atrioventricular nodal re-entry tachycardia (disorder)
