general_ancestor_concept_name,general_ancestor_concept_id,descendant_concept_id,concept_name
Disorder of cardiovascular system,134057,4284491,Diffuse endocapillary proliferative glomerulonephritis
Disorder of cardiovascular system,134057,4116723,Injury of dorsalis pedis artery
Disorder of cardiovascular system,134057,321505,Gonococcal heart disease
Disorder of cardiovascular system,134057,4236169,Ventricular aneurysm
Disorder of cardiovascular system,134057,4222152,Postpartum thrombophlebitis
Disorder of cardiovascular system,134057,4272799,Superior vena cava syndrome
Disorder of cardiovascular system,134057,4226026,Stenosis of lower limb artery
Disorder of cardiovascular system,134057,4062269,Cerebral venous thrombosis in pregnancy
Disorder of cardiovascular system,134057,4161973,Progressive angina
Disorder of cardiovascular system,134057,4174077,Myocardial bridge of coronary artery
Disorder of cardiovascular system,134057,318072,Histoplasmosis with pericarditis
Disorder of cardiovascular system,134057,4318411,Arteriovenous malformation of kidney
Disorder of cardiovascular system,134057,4121623,Aortoiliac atherosclerosis
Disorder of cardiovascular system,134057,4211509,Cardioembolic stroke
Disorder of cardiovascular system,134057,4153351,Terminal aortic occlusion
Disorder of cardiovascular system,134057,46270025,Gastric hemorrhage due to eosinophilic gastritis
Disorder of cardiovascular system,134057,4133975,Deep venous thrombosis of pelvic vein
Disorder of cardiovascular system,134057,45757143,Postpartum septic thrombophlebitis
Disorder of cardiovascular system,134057,432480,Injury of multiple blood vessels of abdomen AND/OR pelvis
Disorder of cardiovascular system,134057,4232581,Cholesterol retinal embolus
Disorder of cardiovascular system,134057,44784145,Primary hypertrophic cardiomyopathy
Disorder of cardiovascular system,134057,4239400,Aneurysm of femoral artery
Disorder of cardiovascular system,134057,43021739,Abnormality of fetal heart
Disorder of cardiovascular system,134057,40490938,Abnormality of mitral valve annulus
Disorder of cardiovascular system,134057,4219760,Pneumopericardium
Disorder of cardiovascular system,134057,37016886,Dissection of artery of upper extremity
Disorder of cardiovascular system,134057,4194154,Infective aortitis
Disorder of cardiovascular system,134057,319728,Coxsackie myocarditis
Disorder of cardiovascular system,134057,4091311,Listerial endocarditis
Disorder of cardiovascular system,134057,4252385,Coronary artery bypass graft occlusion
Disorder of cardiovascular system,134057,4046228,Carotidynia
Disorder of cardiovascular system,134057,79186,Contusion to heart with open wound into thorax
Disorder of cardiovascular system,134057,4309008,Heart-lung transplant failure and rejection
Disorder of cardiovascular system,134057,4088349,"Ventricular tachycardia, polymorphic"
Disorder of cardiovascular system,134057,43530781,Pericardial cyst
Disorder of cardiovascular system,134057,199959,Injury of inferior mesenteric artery
Disorder of cardiovascular system,134057,439683,Histoplasma capsulatum with endocarditis
Disorder of cardiovascular system,134057,442418,Puerperal cerebrovascular disorder - delivered with postnatal complication
Disorder of cardiovascular system,134057,4108369,Common iliac aneurysm
Disorder of cardiovascular system,134057,40491883,Alveolar capillary dysplasia with pulmonary venous misalignment
Disorder of cardiovascular system,134057,46269829,Cardiac disorder due to typhoid fever
Disorder of cardiovascular system,134057,4108170,Mitral valve annular calcification
Disorder of cardiovascular system,134057,40486933,Heart failure with normal ejection fraction
Disorder of cardiovascular system,134057,442263,Basilar artery stenosis
Disorder of cardiovascular system,134057,4120257,Venous hypertension of lower limb
Disorder of cardiovascular system,134057,4124689,Atrial myxoma
Disorder of cardiovascular system,134057,4236004,Ectopic atrial beats
Disorder of cardiovascular system,134057,4317150,Sudden cardiac death
Disorder of cardiovascular system,134057,4261839,Perinatal pneumopericardium
Disorder of cardiovascular system,134057,4222765,Primary familial hypertrophic cardiomyopathy
Disorder of cardiovascular system,134057,4059242,Injury of superficial vein at shoulder and upper arm level
Disorder of cardiovascular system,134057,4016543,Injury to heart and lung
Disorder of cardiovascular system,134057,36716999,Cerebellar stroke
Disorder of cardiovascular system,134057,4240338,False aneurysm of artery
Disorder of cardiovascular system,134057,315467,Syphilitic aortitis
Disorder of cardiovascular system,134057,137695,Closed fracture of T1-T6 level with anterior cord syndrome
Disorder of cardiovascular system,134057,4122765,Vascular graft stenosis
Disorder of cardiovascular system,134057,4303408,Brugada syndrome
Disorder of cardiovascular system,134057,4002625,Portal vein-hepatic artery fistula
Disorder of cardiovascular system,134057,46271900,Recurrent deep vein thrombosis
Disorder of cardiovascular system,134057,315469,Coxsackie pericarditis
Disorder of cardiovascular system,134057,4081094,Generalized essential telangiectasia
Disorder of cardiovascular system,134057,45757139,Pre-existing hypertensive heart and chronic kidney disease in mother complicating pregnancy
Disorder of cardiovascular system,134057,434531,Injury of axillary vein
Disorder of cardiovascular system,134057,45766136,Non-rheumatic aortic valve stenosis with regurgitation
Disorder of cardiovascular system,134057,439966,Injury of pulmonary vein
Disorder of cardiovascular system,134057,43021846,Peripheral arterial insufficiency
Disorder of cardiovascular system,134057,4124837,Upper limb ischemia
Disorder of cardiovascular system,134057,4182190,Left ventricular aneurysm
Disorder of cardiovascular system,134057,319967,Injury of deep plantar blood vessel
Disorder of cardiovascular system,134057,4059463,"Chronic nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis"
Disorder of cardiovascular system,134057,4139206,Sustained ventricular tachycardia
Disorder of cardiovascular system,134057,43021826,Congestive heart failure stage C
Disorder of cardiovascular system,134057,4241439,Injury of brachial vein
Disorder of cardiovascular system,134057,193627,Injury of hepatic vein
Disorder of cardiovascular system,134057,4119949,Old anterior myocardial infarction
Disorder of cardiovascular system,134057,4125008,Prosthetic cardiac valve displacement
Disorder of cardiovascular system,134057,4089976,Acute Chagas' disease with heart involvement
Disorder of cardiovascular system,134057,4193056,Femoral artery occlusion
Disorder of cardiovascular system,134057,442054,Amniotic fluid pulmonary embolism - delivered
Disorder of cardiovascular system,134057,437777,Meningococcal endocarditis
Disorder of cardiovascular system,134057,4121479,Ectopic atrial tachycardia
Disorder of cardiovascular system,134057,40480216,Symptomatic sinus bradycardia
Disorder of cardiovascular system,134057,436768,Amniotic fluid pulmonary embolism with antenatal complication
Disorder of cardiovascular system,134057,4319329,Thrombosis of cerebral veins
Disorder of cardiovascular system,134057,4056568,Injury of dorsal vein of foot
Disorder of cardiovascular system,134057,442789,Injury of inferior mesenteric vein
Disorder of cardiovascular system,134057,36715675,Minor laceration of carotid artery
Disorder of cardiovascular system,134057,442321,Injury of posterior tibial vein
Disorder of cardiovascular system,134057,314867,Histoplasma capsulatum with pericarditis
Disorder of cardiovascular system,134057,4113304,Pleuropericardial cyst
Disorder of cardiovascular system,134057,4108219,Rupture of chordae tendinae due to and following acute myocardial infarction
Disorder of cardiovascular system,134057,46270360,Moderate laceration of heart with hemopericardium
Disorder of cardiovascular system,134057,40482857,Cardiorenal syndrome
Disorder of cardiovascular system,134057,443778,Diphtheritic myocarditis
Disorder of cardiovascular system,134057,196851,Injury of primary branch of superior mesenteric artery
Disorder of cardiovascular system,134057,4313491,"Migraine variants, not intractable"
Disorder of cardiovascular system,134057,195118,Injury of hypogastric artery
Disorder of cardiovascular system,134057,4088983,AV-junctional (nodal) bradycardia
Disorder of cardiovascular system,134057,4236332,Primary restrictive cardiomyopathy
Disorder of cardiovascular system,134057,44811347,Thrombosis of internal jugular vein
Disorder of cardiovascular system,134057,36715676,Minor laceration of vertebral artery
Disorder of cardiovascular system,134057,4055089,Superior mesenteric vein thrombosis
Disorder of cardiovascular system,134057,4040994,Senile cardiac amyloidosis
Disorder of cardiovascular system,134057,4256374,Cardiorespiratory arrest
Disorder of cardiovascular system,134057,43021702,Dysfunction of right cardiac ventricle
Disorder of cardiovascular system,134057,4057978,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium"
Disorder of cardiovascular system,134057,4104217,Choroidal hemorrhage and rupture
Disorder of cardiovascular system,134057,43020870,Arterial tortuosity syndrome
Disorder of cardiovascular system,134057,4035494,Congenital phlebectasia
Disorder of cardiovascular system,134057,4084941,Thrombosis of superior vena cava
Disorder of cardiovascular system,134057,4101317,Right cardiac ventricular dilatation
Disorder of cardiovascular system,134057,4028960,Calciphylaxis
Disorder of cardiovascular system,134057,4139577,Ischemic hand
Disorder of cardiovascular system,134057,4119759,Saphenous vein thrombophlebitis
Disorder of cardiovascular system,134057,4277110,Pre-existing hypertension complicating AND/OR reason for care during pregnancy
Disorder of cardiovascular system,134057,4084446,Thrombosis of inferior vena cava
Disorder of cardiovascular system,134057,36716629,Minor laceration of external jugular vein
Disorder of cardiovascular system,134057,4146311,Leriche's syndrome
Disorder of cardiovascular system,134057,197148,Injury of ovarian vein
Disorder of cardiovascular system,134057,4048281,Massive umbilical hemorrhage of newborn
Disorder of cardiovascular system,134057,36716590,Major laceration of carotid artery
Disorder of cardiovascular system,134057,4126926,Senile hemangioma of lip
Disorder of cardiovascular system,134057,4184953,Congenital hypoplasia of aorta
Disorder of cardiovascular system,134057,4190891,Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy
Disorder of cardiovascular system,134057,4144463,Tachycardia-induced cardiomyopathy
Disorder of cardiovascular system,134057,4119141,Atherosclerotic renal artery stenosis
Disorder of cardiovascular system,134057,443864,Multi-infarct dementia with depression
Disorder of cardiovascular system,134057,4031766,Congenital atresia of pulmonary artery
Disorder of cardiovascular system,134057,36717575,Major laceration of vertebral artery
Disorder of cardiovascular system,134057,4283352,Pre-eclampsia added to pre-existing hypertension
Disorder of cardiovascular system,134057,4111856,Juvenile polyarteritis
Disorder of cardiovascular system,134057,315113,Injury of multiple blood vessels of thorax
Disorder of cardiovascular system,134057,45757156,Pyemic and septic embolism in pregnancy
Disorder of cardiovascular system,134057,4208808,Femoral false aneurysm
Disorder of cardiovascular system,134057,4151275,Phlebitis of iliac vein
Disorder of cardiovascular system,134057,4199887,Ischemic foot
Disorder of cardiovascular system,134057,4135823,Torsades de pointes
Disorder of cardiovascular system,134057,45757212,Amniotic fluid embolism in childbirth
Disorder of cardiovascular system,134057,4145721,Acute non-Q wave infarction
Disorder of cardiovascular system,134057,36715677,Minor laceration of internal jugular vein
Disorder of cardiovascular system,134057,4124686,Silent myocardial infarction
Disorder of cardiovascular system,134057,433958,Coxsackie endocarditis
Disorder of cardiovascular system,134057,46270358,Major laceration of heart with hemopericardium
Disorder of cardiovascular system,134057,44783621,Associated pulmonary arterial hypertension
Disorder of cardiovascular system,134057,4317290,Thrombophlebitis of pelvic vein
Disorder of cardiovascular system,134057,440257,Injury of anterior tibial vein
Disorder of cardiovascular system,134057,4065093,Cardiac complications of anesthesia during labor and delivery
Disorder of cardiovascular system,134057,312543,Meningococcal pericarditis
Disorder of cardiovascular system,134057,4033521,Splenic vein thrombosis
Disorder of cardiovascular system,134057,36715678,Major laceration of internal jugular vein
Disorder of cardiovascular system,134057,4100255,Abnormality of common atrioventricular valve in atrioventricular septal defect
Disorder of cardiovascular system,134057,4116203,Angiofibroma
Disorder of cardiovascular system,134057,4144901,Critical stenosis of aortic valve
Disorder of cardiovascular system,134057,46269812,Cardiac arrest due to miscarriage
Disorder of cardiovascular system,134057,4119601,Lone atrial fibrillation
Disorder of cardiovascular system,134057,442346,Legal termination of pregnancy complicated by embolism
Disorder of cardiovascular system,134057,45766075,Acute anterior ST segment elevation myocardial infarction
Disorder of cardiovascular system,134057,40479232,Congenital long QT syndrome
Disorder of cardiovascular system,134057,197930,"Renal hypertension complicating pregnancy, childbirth and the puerperium"
Disorder of cardiovascular system,134057,437948,Amniotic fluid pulmonary embolism with postnatal complication
Disorder of cardiovascular system,134057,36713582,Cardiac complication of anesthesia during the puerperium
Disorder of cardiovascular system,134057,4199413,Dissection of proximal aorta
Disorder of cardiovascular system,134057,4139578,Ischemic toe
Disorder of cardiovascular system,134057,4100876,Tricuspid valve prolapse
Disorder of cardiovascular system,134057,442112,Gonococcal pericarditis
Disorder of cardiovascular system,134057,375185,Rubella encephalomyelitis
Disorder of cardiovascular system,134057,4124840,Stenosis of abdominal aorta
Disorder of cardiovascular system,134057,36716591,Major laceration of external jugular vein
Disorder of cardiovascular system,134057,4234264,Thrombosis of cavernous venous sinus
Disorder of cardiovascular system,134057,443790,Multi-infarct dementia with delusions
Disorder of cardiovascular system,134057,437725,Injury of branch of celiac axis
Disorder of cardiovascular system,134057,442586,Gonococcal endocarditis
Disorder of cardiovascular system,134057,4121648,Subclavian vein stenosis
Disorder of cardiovascular system,134057,198599,Injury of ovarian artery
Disorder of cardiovascular system,134057,37019162,Persistent hematuria co-occurrent and due to diffuse endocapillary proliferative glomerulonephritis
Disorder of cardiovascular system,134057,319720,Meningococcal myocarditis
Disorder of cardiovascular system,134057,4121469,Prosthetic valve endocarditis
Disorder of cardiovascular system,134057,4201300,Fetal blood loss from ruptured cord
Disorder of cardiovascular system,134057,4027535,Vascular thoracic outlet syndrome
Disorder of cardiovascular system,134057,4124851,Steal syndrome of upper limb
Disorder of cardiovascular system,134057,4094022,Arteriovenous graft thrombosis
Disorder of cardiovascular system,134057,45766116,Acute ST segment elevation myocardial infarction of inferior wall
Disorder of cardiovascular system,134057,441632,Complete miscarriage with embolism
Disorder of cardiovascular system,134057,4124853,Vibration syndrome
Disorder of cardiovascular system,134057,46273471,Myocarditis due to scarlet fever
Disorder of cardiovascular system,134057,4150305,Post-pericardiotomy syndrome
Disorder of cardiovascular system,134057,440540,Open fracture of C1-C4 level with anterior cord syndrome
Disorder of cardiovascular system,134057,443868,Failed attempted termination of pregnancy complicated by embolism
Disorder of cardiovascular system,134057,4092667,Measles with intestinal complications
Disorder of cardiovascular system,134057,320025,Syphilitic pericarditis
Disorder of cardiovascular system,134057,435874,Maternal rubella in the puerperium - baby delivered during current episode of care
Disorder of cardiovascular system,134057,443644,Injury of internal iliac vein
Disorder of cardiovascular system,134057,4101624,Arrhythmogenic right ventricular dysplasia
Disorder of cardiovascular system,134057,4121650,Pulmonary vein stenosis
Disorder of cardiovascular system,134057,4240289,Rheumatic heart valve failure
Disorder of cardiovascular system,134057,45757137,Pre-existing hypertensive heart and chronic kidney disease in mother complicating childbirth
Disorder of cardiovascular system,134057,4277903,Sinoatrial block
Disorder of cardiovascular system,134057,4314210,Neoplasm of uncertain behavior of blood vessel
Disorder of cardiovascular system,134057,4048790,Syphilitic cerebral arteritis
Disorder of cardiovascular system,134057,193821,Illegal termination of pregnancy complicated by embolism
Disorder of cardiovascular system,134057,200882,Injury of uterine vein
Disorder of cardiovascular system,134057,439682,Histoplasma duboisii with pericarditis
Disorder of cardiovascular system,134057,4121632,Dissection of distal aorta
Disorder of cardiovascular system,134057,4193057,Popliteal artery occlusion
Disorder of cardiovascular system,134057,4184599,Congenital hypoplasia of pulmonary artery
Disorder of cardiovascular system,134057,4103448,Low output heart failure
Disorder of cardiovascular system,134057,45757126,Air embolism in childbirth
Disorder of cardiovascular system,134057,4034094,Moderate proteinuric hypertension of pregnancy
Disorder of cardiovascular system,134057,4121643,Vibration white finger
Disorder of cardiovascular system,134057,4124850,Steal syndrome of hand
Disorder of cardiovascular system,134057,4298134,Arteriovenous hemangioma
Disorder of cardiovascular system,134057,4318863,Systemic lupus erythematosus encephalitis
Disorder of cardiovascular system,134057,4046649,Hemangiopericytoma
Disorder of cardiovascular system,134057,4117933,Femoral popliteal occlusion
Disorder of cardiovascular system,134057,433010,Ebstein's anomaly of common atrioventricular valve
Disorder of cardiovascular system,134057,45757155,Pyemic and septic embolism in childbirth
Disorder of cardiovascular system,134057,4236340,Vascular ectasia of colon
Disorder of cardiovascular system,134057,45772126,Hereditary diffuse endocapillary proliferative glomerulonephritis
Disorder of cardiovascular system,134057,4289731,Thrombophlebitis of breast
Disorder of cardiovascular system,134057,4267568,Acute anteroseptal myocardial infarction
Disorder of cardiovascular system,134057,4133976,Portal systemic vascular shunt disorder
Disorder of cardiovascular system,134057,4100135,Right atrial dilatation
Disorder of cardiovascular system,134057,44783022,Telangiectasia of skin of face
Disorder of cardiovascular system,134057,4242096,Phlebolithiasis
Disorder of cardiovascular system,134057,4173466,Kartagener syndrome
Disorder of cardiovascular system,134057,4121631,Mycotic aneurysm
Disorder of cardiovascular system,134057,4124698,Re-entrant atrioventricular node tachycardia
Disorder of cardiovascular system,134057,4096157,Thrombosis of retinal artery
Disorder of cardiovascular system,134057,4231817,Malignant pericardial effusion
Disorder of cardiovascular system,134057,4185565,Low cardiac output syndrome
Disorder of cardiovascular system,134057,4105338,Thrombosis transverse sinus
Disorder of cardiovascular system,134057,44782761,Acute deep venous thrombosis of pelvic vein
Disorder of cardiovascular system,134057,4166859,Right ventricular systolic dysfunction
Disorder of cardiovascular system,134057,192684,"Renal hypertension complicating pregnancy, childbirth and the puerperium - not delivered"
Disorder of cardiovascular system,134057,4108669,Acute myocardial infarction of atrium
Disorder of cardiovascular system,134057,44782707,Nonsustained paroxysmal ventricular tachycardia
Disorder of cardiovascular system,134057,43530960,Induced termination of pregnancy complicated by cardiac arrest
Disorder of cardiovascular system,134057,46274066,Cardiac arrest due to incomplete miscarriage
Disorder of cardiovascular system,134057,4120944,Arteriovenous fistula infection
Disorder of cardiovascular system,134057,4125006,Prosthetic cardiac valve thrombosis
Disorder of cardiovascular system,134057,4048534,Left coronary artery occlusion
Disorder of cardiovascular system,134057,4309333,Postoperative deep vein thrombosis
Disorder of cardiovascular system,134057,4117268,Mitral valve vegetations
Disorder of cardiovascular system,134057,4103319,Aortic valve vegetations
Disorder of cardiovascular system,134057,4322735,Hypertension associated with transplantation
Disorder of cardiovascular system,134057,4056458,Injury of multiple blood vessels of upper extremity
Disorder of cardiovascular system,134057,4143889,Rupture iliac artery
Disorder of cardiovascular system,134057,4272028,Mumps myocarditis
Disorder of cardiovascular system,134057,4292532,Urticarial vasculitis
Disorder of cardiovascular system,134057,46269805,Cardiac arrest due to failed attempted abortion
Disorder of cardiovascular system,134057,4108828,Ventricular pre-excitation
Disorder of cardiovascular system,134057,315399,Injury of innominate artery
Disorder of cardiovascular system,134057,4121800,Venous-lymphatic malformation
Disorder of cardiovascular system,134057,4122762,Electromechanical dissociation
Disorder of cardiovascular system,134057,46269822,Gastric hemorrhage due to angiodysplasia of stomach
Disorder of cardiovascular system,134057,314749,Fetal bradycardia
Disorder of cardiovascular system,134057,4233620,Cogan's syndrome
Disorder of cardiovascular system,134057,4050681,Injury of multiple blood vessels at ankle and foot level
Disorder of cardiovascular system,134057,4119608,Pulmonary fat embolism
Disorder of cardiovascular system,134057,4319458,Neonatal cyanosis
Disorder of cardiovascular system,134057,4166380,Junctional escape beats
Disorder of cardiovascular system,134057,4300416,Lyme carditis
Disorder of cardiovascular system,134057,4345926,Abdominal angina
Disorder of cardiovascular system,134057,4228836,AV node arrhythmia
Disorder of cardiovascular system,134057,43020654,Valvular cardiomyopathy
Disorder of cardiovascular system,134057,4050553,Injury of multiple blood vessels at forearm level
Disorder of cardiovascular system,134057,4218874,Scimitar syndrome
Disorder of cardiovascular system,134057,4006783,Fahr's syndrome
Disorder of cardiovascular system,134057,43022068,Exacerbation of congestive heart failure
Disorder of cardiovascular system,134057,4087310,Bleeding gastric varices
Disorder of cardiovascular system,134057,4234089,Subcortical leukoencephalopathy
Disorder of cardiovascular system,134057,4121616,Athlete's heart
Disorder of cardiovascular system,134057,4120943,Vascular graft hemorrhage
Disorder of cardiovascular system,134057,4304839,Diffuse intraventricular block
Disorder of cardiovascular system,134057,43021729,Fetal pericardial effusion
Disorder of cardiovascular system,134057,443745,Injury of subclavian artery
Disorder of cardiovascular system,134057,4146816,Pre-existing hypertension complicating AND/OR reason for care during childbirth
Disorder of cardiovascular system,134057,4046443,Cerebral venous thrombosis of cortical vein
Disorder of cardiovascular system,134057,4055599,Injury of multiple blood vessels at lower leg level
Disorder of cardiovascular system,134057,4056438,Injury of multiple blood vessels at neck level
Disorder of cardiovascular system,134057,4101625,Right ventricular outflow tract obstruction
Disorder of cardiovascular system,134057,4149712,Rupture of interventricular septum
Disorder of cardiovascular system,134057,4174016,Celiac artery thrombosis
Disorder of cardiovascular system,134057,45766077,Dural arteriovenous fistula
Disorder of cardiovascular system,134057,4007948,Interventricular cardiac septal hypertrophy
Disorder of cardiovascular system,134057,4323895,Exertional hypotension
Disorder of cardiovascular system,134057,4120102,Popliteal entrapment syndrome
Disorder of cardiovascular system,134057,40483223,Hypertrophic cardiomegaly
Disorder of cardiovascular system,134057,4226129,Hepatic artery stenosis
Disorder of cardiovascular system,134057,4270625,Primary idiopathic hypertrophic cardiomyopathy
Disorder of cardiovascular system,134057,4023404,Congenital stenosis of pulmonary veins
Disorder of cardiovascular system,134057,4253510,Erythrocyanosis
Disorder of cardiovascular system,134057,4119951,Accelerated coronary artery disease in transplanted heart
